train_dataset,pheno,num_train,r_med,r_lower,r_upper,mae_med,mae_lower,mae_upper,p_mae_gt
hbn,mr_scaled,52,0.0493157871519327,-0.1249740072184699,0.1888656574244992,2.533506864040062,2.3142345036349314,2.8051093362157564,0.02685
hbn,mr_scaled,67,0.0370273230703269,-0.0818877469970104,0.1951572425090977,2.523205146306907,2.3234323604233698,2.8686483908635823,0.02685
hbn,mr_scaled,85,0.0460594056215071,-0.0722155971268653,0.1746865484596594,2.547441579745051,2.361778065144937,2.830276643196727,0.02685
hbn,mr_scaled,108,0.0632314938107771,-0.0968722561188138,0.1835218366196334,2.560725697264292,2.369929353056096,2.811832600258142,0.02685
hbn,mr_scaled,137,0.0664279297999942,-0.0772535542142067,0.175631819203046,2.570813735975736,2.360757561522472,2.826468186584372,0.02685
hbn,mr_scaled,174,0.0848528850063757,-0.0908349150441202,0.1738145343146047,2.574444776568992,2.3731778661829046,2.8325725979947687,0.02685
hbn,mr_scaled,221,0.0835822376554599,-0.0378173492311704,0.2101962510657222,2.572489453530541,2.335637793460303,2.8147735319680467,0.02685
hbn,mr_scaled,281,0.0987725586706494,-0.0437373459014519,0.20140191680468,2.5631353615485724,2.3292426181958508,2.8580540662154887,0.02685
hbn,mr_scaled,358,0.1002417463621211,0.002795094567703,0.2129128128449053,2.572023893646918,2.315480578841577,2.9186157962425163,0.02685
hbn,mr_scaled,455,0.1132624236006802,-0.0060177312567479,0.2225074937656139,2.5598876865855984,2.324051128100191,2.8318278612356256,0.02685
hbn,mr_scaled,578,0.1242312646114506,0.0006562520691016,0.2492971303682331,2.5432960597670604,2.337803072927497,2.771448271637308,0.02685
hbn,mr_scaled,735,0.1489917171951517,0.0576169523920852,0.2446094498779933,2.535187794006368,2.3056330607415028,2.750852080982308,0.02685
hbn,mr_scaled,824,0.1511001559859051,0.0481322134332498,0.2539035461152313,2.533509777709244,2.3321171313961844,2.7286071932507587,0.02685
hcpd,mr_scaled,20,0.0307287190630876,-0.206853308334971,0.2259325419003955,2.7069804727098203,2.3532946018558585,3.1580308094624567,0.0545
hcpd,mr_scaled,25,0.0517688615018566,-0.1628567640618197,0.2546314396433503,2.688040093625104,2.373057904582142,3.039781167068931,0.0545
hcpd,mr_scaled,32,0.0563952475500851,-0.1738252645667541,0.2569056758240517,2.680717988304493,2.402657273084513,3.0603679227034104,0.0545
hcpd,mr_scaled,41,0.0789330804213063,-0.1323292672675888,0.2547076465322562,2.6964591114127807,2.3876658977643337,3.0403605505468145,0.0545
hcpd,mr_scaled,52,0.0971849473949543,-0.0819646706553355,0.2733054429042397,2.715179818603631,2.348118168476233,3.045019035993934,0.0545
hcpd,mr_scaled,67,0.1104285248841697,-0.0753894613870021,0.3128310335236485,2.700461590489025,2.388951980363662,3.1363801301790613,0.0545
hcpd,mr_scaled,85,0.1234897195373738,-0.061709714564704,0.3391444109907583,2.690527570580241,2.364191557060244,3.1534036691625245,0.0545
hcpd,mr_scaled,108,0.1445640544241906,-0.044760400427292,0.3361401625123875,2.6876129079281093,2.3942881614062084,3.0726806067162324,0.0545
hcpd,mr_scaled,137,0.1629386144757553,-0.041907763061401,0.3058802662001056,2.7297064952183403,2.4339389890800773,3.041453535861874,0.0545
hcpd,mr_scaled,174,0.1667438455684984,0.0163147359575419,0.3150554453071663,2.7055909095417308,2.4167142829207537,3.0974885286867995,0.0545
hcpd,mr_scaled,221,0.1800142195975682,-0.0147212624570295,0.3379350523988203,2.703968011846296,2.431494912062264,3.058117001303939,0.0545
hcpd,mr_scaled,281,0.2085742217160325,-0.0051250135432421,0.3686949982093408,2.7095257520304754,2.43195795424998,3.105678379372823,0.0545
hcpd,mr_scaled,319,0.2017051687679557,0.0392429236134351,0.3693598242239532,2.6973315008357512,2.412888703477773,3.071467132496696,0.0545
abcd,ap,20,0.0132785260679557,-0.08057804442709,0.1354954426438139,2.6825443316388915,2.445385996575104,3.353407035359042,0.002
abcd,ap,25,0.0113067770229711,-0.0968701033343058,0.1108750609485784,2.6575401244564434,2.4673323091566464,3.381807012691192,0.002
abcd,ap,32,0.0129817707904482,-0.0751310537771775,0.1051341734271079,2.6917770842417745,2.4576792251137465,3.289335407640293,0.002
